id,Balkón / loggia,Cena,Identifikačné číslo:,Kategória,Pivnica,Ulica,Úžitková plocha,Výťah,Lokalita,Poschodie,Stav nehnuteľnosti:,Materiál,Stav,Zastavaná plocha
5926383,Áno,"123 000,00 EUR",869810,3 izbový byt / Predaj,Nie,Rovniankova,70 m2,Áno,Petržalka,8 / 12,NA,NA,čiastočná rekonštrukcia,NA
5926434,Nie,"72 000,00 EUR",2560,1 izbový byt / Predaj,Áno,Bazovského,30 m2,Áno,Dúbravka,NA,NA,NA,pôvodný,NA
5926465,Nie,"82 000,00 EUR",2563,1 izbový byt / Predaj,Áno,Tilgnerova,1 m2,Áno,Karlova Ves,2 / 7,NA,NA,kompletná rekonštrukcia,NA
5926491,Áno,"99 000,00 EUR",NA,2 izbový byt / Predaj,Áno,NA,45 m2,Áno,"Ružinov, časť Ostredky",6 / 6,NA,panel,kompletná rekonštrukcia,NA
5926496,Áno,"134 000,00 EUR",2565,3 izbový byt / Predaj,Áno,Ľubovnianska,68 m2,Áno,Petržalka,3 / 12,NA,NA,kompletná rekonštrukcia,NA
5926499,Nie,"87 000,00 EUR",2570,2 izbový byt / Predaj,Áno,Repašského,37 m2,Áno,Dúbravka,NA,NA,NA,kompletná rekonštrukcia,NA
5926676,Áno,"130 000,00 EUR",119298,4 izbový byt / Predaj,Áno,Kríková,80 m2,Áno,Vrakuňa,2 / 8,NA,panel,NA,80 m2
5926681,Áno,"77 000,00 EUR",119338,2 izbový byt / Predaj,Áno,Vrakuňa,54 m2,Áno,Vrakuňa,2 / 8,NA,panel,NA,54 m2
5926692,Áno,"175 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Jégého,85 m2,Áno,"Ružinov, časť Nivy",8 / 8,NA,panel,čiastočná rekonštrukcia,NA
5926744,Áno,"82 700,00 EUR",10541,Dvojgarsónka / Predaj,Nie,Vlčie hrdlo,34 m2,Nie,Ružinov,3 / 5,NA,NA,kompletná rekonštrukcia,NA
5926932,Áno,"168 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Ľudovíta Fullu,90 m2,Áno,"Karlova Ves, časť Dlhé diely",5 / 10,NA,panel,kompletná rekonštrukcia,NA
5926977,Áno,"99 000,00 EUR",NA,2 izbový byt / Predaj,Áno,NA,50 m2,Áno,"Ružinov, časť Ostredky",6 / 6,NA,NA,kompletná rekonštrukcia,NA
5926994,Nie,"228 800,00 EUR",183,2 izbový byt / Predaj,Nie,Biela,80 m2,Nie,Staré Mesto,2 / 3,NA,tehla,kompletná rekonštrukcia,NA
5927390,Nie,"85 758,00 EUR",BB13,2 izbový byt / Predaj,Áno,Bystrická,51 m2,NA,Devínska Nová Ves,1 / 2,NA,NA,vo výstavbe,NA
5927401,Áno,"107 900,00 EUR",NA,2 izbový byt / Predaj,Áno,Rovníková 6,45 m2,Áno,"Ružinov, časť Ostredky",2 / 7,NA,panel,kompletná rekonštrukcia,NA
5927414,Áno,"113 000,00 EUR",34795,2 izbový byt / Predaj,Áno,Pečnianska,55 m2,NA,"Petržalka, časť Dvory",2 / 12,NA,panel,kompletná rekonštrukcia,NA
5927415,Áno,"155 000,00 EUR",34796,2 izbový byt / Predaj,Nie,Bajkalská,55 m2,NA,"Nové Mesto, časť Pasienky / Kuchajda",7 / 24,Novostavba,NA,NA,NA
5927416,Áno,"215 000,00 EUR",34797,3 izbový byt / Predaj,Nie,Páričkova,89 m2,NA,"Ružinov, časť Nivy",5 / 5,Novostavba,tehla,NA,NA
5927417,Áno,"125 000,00 EUR",34798,2 izbový byt / Predaj,Nie,Galaktická,56 m2,Áno,Ružinov,7 / 7,NA,panel,kompletná rekonštrukcia,NA
5927419,Nie,"365 000,00 EUR",34800,3 izbový byt / Predaj,Nie,Mikulášska,180 m2,NA,Staré Mesto,1 / 4,Novostavba,tehla,NA,NA
5927420,Áno,"144 000,00 EUR",34801,3 izbový byt / Predaj,Nie,Šustekova,72 m2,NA,"Petržalka, časť Dvory",10 / 12,NA,panel,kompletná rekonštrukcia,NA
5927448,Áno,"170 000,00 EUR",119237,2 izbový byt / Predaj,Áno,Kvačalova,70 m2,Áno,Ružinov,2 / 6,NA,tehla,NA,70 m2
5927578,Áno,"185 000,00 EUR",117786,3 izbový byt / Predaj,Nie,Haburská,90 m2,Áno,Ružinov,11 / 12,NA,panel,čiastočná rekonštrukcia,NA
5927628,Áno,"145 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Jána Poničana,73 m2,Áno,Devínska Nová Ves,NA,NA,panel,kompletná rekonštrukcia,NA
5927769,Áno,"103 000,00 EUR",VAL109,2 izbový byt / Predaj,Áno,Veternicová,55 m2,Áno,"Karlova Ves, časť Dlhé diely",1 / 7,NA,NA,čiastočná rekonštrukcia,NA
5927900,Áno,"107 900,00 EUR",NA,2 izbový byt / Predaj,Áno,Rovníková 6,45 m2,Áno,"Ružinov, časť Ostredky",2 / 7,NA,panel,kompletná rekonštrukcia,NA
5927944,Nie,"135 890,00 EUR",D107,3 izbový byt / Predaj,Nie,Kazanská,68 m2,NA,Podunajské Biskupice,NA,NA,NA,NA,NA
5927955,Nie,"85 000,00 EUR",NA,1 izbový byt / Predaj,Áno,Pri kríži,37 m2,Áno,Dúbravka,3 / 13,NA,panel,čiastočná rekonštrukcia,NA
5927958,Áno,"130 000,00 EUR",2588,3 izbový byt / Predaj,Áno,Brodská,63 m2,Áno,Karlova Ves,4 / 5,NA,NA,pôvodný,NA
5927992,Áno,"90 000,00 EUR",119359,1 izbový byt / Predaj,Áno,Pavla Horova,42 m2,Áno,Devínska Nová Ves,10 / 12,NA,NA,NA,42 m2
5927995,Áno,"132 000,00 EUR",119368,3 izbový byt / Predaj,Áno,Brodská,74 m2,Áno,Karlova Ves,4 / 5,NA,panel,NA,63 m2
5928004,Áno,"128 000,00 EUR",119360,2 izbový byt / Predaj,Áno,NOVOSTAVBA,65 m2,Áno,Devínska Nová Ves,4 / 5,NA,iný,NA,62 m2
5928195,Nie,"121 000,00 EUR",2594,3 izbový byt / Predaj,Nie,Znievska,71 m2,NA,Petržalka,11 / 0,NA,NA,NA,NA
5928202,Nie,"99 000,00 EUR",159209,2 izbový byt / Predaj,Nie,Trnavská cesta,50 m2,Áno,"Ružinov, časť Ostredky",NA,NA,NA,vo výstavbe,NA
5928270,Áno,"130 000,00 EUR",778438,3 izbový byt / Predaj,Nie,Brodská,63 m2,Áno,Karlova Ves,4 / 5,NA,panel,pôvodný,NA
5928318,Áno,"133 000,00 EUR",2597,4 izbový byt / Predaj,Áno,Na pasekách,87 m2,Áno,Rača,6 / 0,NA,NA,kompletná rekonštrukcia,NA
5928324,Áno,"127 500,00 EUR",119388,3 izbový byt / Predaj,Áno,Lietavská,68 m2,Áno,Petržalka,11 / 12,NA,panel,NA,68 m2
5928946,Áno,"91 900,00 EUR",NA,1 izbový byt / Predaj,Áno,NA,39 m2,Áno,Nové Mesto,6 / 7,Novostavba,tehla,NA,NA
5928985,Áno,"165 000,00 EUR",LIE-290,2 izbový byt / Predaj,Nie,Tupého,70 m2,Áno,"Nové Mesto, časť Koliba",4 / 5,Novostavba,NA,NA,NA
5929259,Áno,"119 000,00 EUR",082-N01345,2 izbový byt / Predaj,Áno,Zimná 2,43 m2,Áno,"Ružinov, časť Ostredky",4 / 6,NA,panel,kompletná rekonštrukcia,NA
5929265,Áno,"109 000,00 EUR",BT-779,2 izbový byt / Predaj,Áno,Heyrovského,73 m2,Áno,Lamač,7 / 11,NA,panel,čiastočná rekonštrukcia,NA
5929329,Nie,"185 000,00 EUR",129,2 izbový byt / Predaj,Nie,Bajkalská,57 m2,Áno,Nové Mesto,18 / 24,Novostavba,NA,NA,NA
5929388,Áno,"160 000,00 EUR",8881,2 izbový byt / Predaj,Áno,Vyšehradská,73 m2,Áno,Petržalka,5 / 6,NA,tehla,kompletná rekonštrukcia,NA
5929420,Áno,"164 990,00 EUR",NA,2 izbový byt / Predaj,Nie,Martinčekova,74 m2,Áno,Ružinov,7 / 15,Novostavba,iný,kompletná rekonštrukcia,NA
5929424,Áno,"134 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Ľubovnianska,68 m2,Áno,Petržalka,3 / 12,NA,panel,čiastočná rekonštrukcia,NA
5929456,Áno,"160 000,00 EUR",NA,2 izbový byt / Predaj,Nie,Vyšehradská,73 m2,Áno,"Petržalka, časť Lúky",5 / 7,Novostavba,iný,kompletná rekonštrukcia,NA
5929530,Áno,"83 520,00 EUR",3252,1 izbový byt / Predaj,Nie,Andrusovova,42 m2,Nie,"Petržalka, časť Dvory",NA,NA,NA,NA,NA
5929543,Nie,"145 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Tylova,85 m2,Nie,Nové Mesto,0 / 1,NA,tehla,kompletná rekonštrukcia,NA
5929699,Áno,"138 000,00 EUR",29030856,3 izbový byt / Predaj,Nie,Ľubovnianska,71 m2,NA,Petržalka,NA,NA,NA,NA,NA
5929719,Áno,"209 000,00 EUR",367712,4 izbový byt / Predaj,Áno,Žižkova,73 m2,Áno,Staré Mesto,9 / 12,NA,panel,kompletná rekonštrukcia,NA
5929737,Áno,"135 000,00 EUR",BP0546B4,3 izbový byt / Predaj,Áno,Ožvoldíkova,71 m2,Áno,Dúbravka,10 / 12,NA,NA,kompletná rekonštrukcia,NA
5929794,Áno,"279 000,00 EUR",1445,3 izbový byt / Predaj,Nie,Vlčkova,73 m2,Nie,Staré Mesto,3 / 4,NA,tehla,pôvodný,NA
5929941,Áno,"202 500,00 EUR",VAL110,2 izbový byt / Predaj,Áno,Bajkalská,69 m2,Áno,Nové Mesto,12 / 22,Novostavba,tehla,NA,NA
5930189,NA,"124 000,00 EUR",115542,1 izbový byt / Predaj,NA,Mýtna,44 m2,NA,Staré Mesto,NA,Novostavba,NA,NA,48 m2
5930201,NA,"191 000,00 EUR",115541,3 izbový byt / Predaj,NA,Radlinského,82 m2,NA,Staré Mesto,NA,Novostavba,NA,NA,85 m2
5930213,NA,"162 223,00 EUR",62831,1 izbový byt / Predaj,NA,Dunajská,42 m2,NA,Staré Mesto,NA,Novostavba,NA,NA,42 m2
5930253,NA,"139 000,00 EUR",115472,3 izbový byt / Predaj,NA,Kazanská,60 m2,NA,Podunajské Biskupice,NA,Novostavba,NA,NA,87 m2
5930403,Áno,"128 000,00 EUR",MP131,2 izbový byt / Predaj,Nie,Opletalova,67 m2,Áno,Devínska Nová Ves,3 / 4,Novostavba,tehla,NA,NA
5930470,Áno,"126 000,00 EUR",Z3145,2 izbový byt / Predaj,Áno,Opletalova,67 m2,Áno,Devínska Nová Ves,3 / 4,Novostavba,iný,NA,NA
5930524,Áno,"137 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Jána Smreka,73 m2,Áno,Devínska Nová Ves,4 / 12,NA,panel,kompletná rekonštrukcia,NA
5930619,Áno,"120 000,00 EUR",671824,2 izbový byt / Predaj,Nie,Jasovská,46 m2,Áno,Petržalka,5 / 14,Novostavba,NA,NA,NA
5930672,Áno,"126 000,00 EUR",117813,2 izbový byt / Predaj,Nie,Opletalova,66 m2,Áno,Devínska Nová Ves,3 / 4,Novostavba,NA,NA,NA
5930779,Nie,"79 000,00 EUR",NA,1 izbový byt / Predaj,Áno,NA,36 m2,Áno,Dúbravka,2 / 8,NA,panel,kompletná rekonštrukcia,NA
5930795,Áno,"127 999,00 EUR",AR9315,2 izbový byt / Predaj,Áno,Opletalova,62 m2,Áno,Devínska Nová Ves,3 / 4,Novostavba,tehla,NA,NA
5930838,Áno,"131 264,00 EUR",3254,2 izbový byt / Predaj,Nie,Andrusovova,66 m2,Nie,"Petržalka, časť Dvory",NA,NA,NA,NA,NA
5930848,Áno,"128 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Opletalova,62 m2,Áno,Devínska Nová Ves,3 / 4,Novostavba,panel,NA,NA
5930929,Nie,"188 000,00 EUR",29030860,3 izbový byt / Predaj,Nie,Haburská,85 m2,NA,Ružinov,NA,NA,NA,NA,NA
5931133,NA,"283 000,00 EUR",115544,3 izbový byt / Predaj,NA,Cesta na Kamzík,84 m2,NA,Nové Mesto,NA,Novostavba,NA,NA,134 m2
5931200,Áno,"617 979,00 EUR",A.03.01,4 izbový byt / Predaj,Áno,Pod Vachmajstrom,149 m2,Áno,"Nové Mesto, časť Koliba",3 / 3,NA,iný,vo výstavbe,NA
5931209,Áno,"478 440,00 EUR",NA,4 izbový byt / Predaj,Nie,Buková,150 m2,Áno,Staré Mesto,1 / 6,Novostavba,skelet,vo výstavbe,NA
5931331,Nie,"320 000,00 EUR",10379,NA,Nie,Mateja Bela,124 m2,Nie,Staré Mesto,4 / 4,Novostavba,tehla,NA,124 m2
5931371,Áno,"157 500,00 EUR",NA,2 izbový byt / Predaj,Áno,Trhová,72 m2,Áno,Dúbravka,7 / 8,NA,tehla,NA,NA
5931468,Áno,"199 000,00 EUR",37062,3 izbový byt / Predaj,Áno,NA,82 m2,Áno,"Ružinov, časť Štrkovec",NA,NA,NA,kompletná rekonštrukcia,NA
5931528,Áno,"129 900,00 EUR",BA117SF,4 izbový byt / Predaj,Nie,Rajecká,79 m2,Nie,Vrakuňa,2 / 8,NA,panel,kompletná rekonštrukcia,79 m2
5931828,Áno,"135 000,00 EUR",EA205,4 izbový byt / Predaj,Nie,Ivana Bukovčana,80 m2,Áno,Devínska Nová Ves,8 / 8,NA,NA,kompletná rekonštrukcia,NA
5932056,Áno,"127 000,00 EUR",249925,3 izbový byt / Predaj,Áno,Lietavská,64 m2,Áno,"Petržalka, časť Lúky",11 / 12,NA,panel,pôvodný,NA
5932091,Nie,"199 999,00 EUR",117816,2 izbový byt / Predaj,Nie,Trnavská cesta,66 m2,NA,Ružinov,3 / 9,Novostavba,NA,NA,NA
5932334,NA,"137 000,00 EUR",115573,3 izbový byt / Predaj,NA,Kazanská,64 m2,NA,Podunajské Biskupice,NA,Novostavba,NA,NA,68 m2
5932549,Áno,"185 000,00 EUR",MT72,3 izbový byt / Predaj,Áno,Haburská,82 m2,Áno,Ružinov,11 / 12,NA,NA,čiastočná rekonštrukcia,NA
5932901,Nie,"140 000,00 EUR",117820,2 izbový byt / Predaj,Nie,Šancová,64 m2,Nie,Nové Mesto,5 / 0,NA,tehla,kompletná rekonštrukcia,NA
5933109,Áno,"199 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Planét,130 m2,Áno,"Ružinov, časť Ostredky",NA,Novostavba,tehla,NA,NA
5933187,Nie,"138 000,00 EUR",25829,2 izbový byt / Predaj,Nie,Staré Mesto,50 m2,NA,Staré Mesto,NA,NA,NA,čiastočná rekonštrukcia,NA
5933319,Áno,"118 000,00 EUR",VW425,3 izbový byt / Predaj,Nie,NA,61 m2,Áno,Dúbravka,7 / 9,NA,panel,čiastočná rekonštrukcia,NA
5933321,Nie,"142 000,00 EUR",1683923,2 izbový byt / Predaj,Nie,Šancová,64 m2,Nie,Nové Mesto,5 / 5,NA,tehla,kompletná rekonštrukcia,NA
5933408,Nie,"142 000,00 EUR",1004,2 izbový byt / Predaj,Nie,Šancová,64 m2,Nie,Nové Mesto,5 / 5,NA,tehla,kompletná rekonštrukcia,NA
5933519,Nie,"80 950,00 EUR",35862,1 izbový byt / Predaj,Áno,NA,33 m2,Áno,Karlova Ves,NA,NA,NA,kompletná rekonštrukcia,NA
5933620,Áno,"139 990,00 EUR",117715,3 izbový byt / Predaj,Nie,Šancová,80 m2,Nie,Nové Mesto,4 / 5,NA,tehla,čiastočná rekonštrukcia,NA
5933625,Áno,"126 000,00 EUR",778446,2 izbový byt / Predaj,Nie,Opletalova,61 m2,Áno,Devínska Nová Ves,3 / 4,Novostavba,tehla,NA,NA
5933703,Áno,"137 000,00 EUR",5,3 izbový byt / Predaj,Nie,Brančská,70 m2,Áno,Petržalka,3 / 8,NA,panel,kompletná rekonštrukcia,NA
5933718,Áno,"142 900,00 EUR",Dk,2 izbový byt / Predaj,Áno,Bosákova,56 m2,Áno,"Petržalka, časť Dvory",13 / 20,Novostavba,iný,kompletná rekonštrukcia,NA
5933737,Áno,"138 900,00 EUR",2632,3 izbový byt / Predaj,Áno,Gessayova,70 m2,Áno,Petržalka,12 / 12,NA,NA,kompletná rekonštrukcia,NA
5933762,Áno,"122 000,00 EUR",2633,2 izbový byt / Predaj,Nie,Šancová,45 m2,NA,Nové Mesto,3 / 0,NA,NA,kompletná rekonštrukcia,NA
5933776,Áno,"138 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Bakošova,56 m2,Áno,"Lamač, časť Podháj",3 / 11,Novostavba,iný,NA,NA
5933813,Áno,"183 500,00 EUR",NA,3 izbový byt / Predaj,Áno,Murgašova,99 m2,Áno,Staré Mesto,5 / 5,Novostavba,tehla,čiastočná rekonštrukcia,NA
5933964,Áno,"126 000,00 EUR",2289,2 izbový byt / Predaj,Nie,Opletalova,64 m2,Áno,Devínska Nová Ves,3 / 4,Novostavba,NA,NA,NA
5933968,Áno,"147 900,00 EUR",NA,4 izbový byt / Predaj,Áno,Röntgenova,91 m2,Áno,Petržalka,1 / 8,NA,panel,kompletná rekonštrukcia,NA
5933993,Nie,"272 000,00 EUR",220305,4 izbový byt / Predaj,Nie,Žltá,112 m2,Áno,Petržalka,5 / 5,Novostavba,NA,NA,NA
5934042,Áno,"124 000,00 EUR",119495,1 izbový byt / Predaj,Áno,Nové mesto,51 m2,Áno,Nové Mesto,4 / 10,NA,tehla,NA,51 m2
5934193,Áno,"123 900,00 EUR",MV-22,3 izbový byt / Predaj,Áno,Beňadická,71 m2,Áno,Petržalka,12 / 12,NA,panel,čiastočná rekonštrukcia,NA
5934211,Áno,"319 000,00 EUR",1807,4 izbový byt / Predaj,Nie,Heydukova,138 m2,Nie,Staré Mesto,1 / 3,NA,tehla,kompletná rekonštrukcia,NA
5934487,Nie,"155 000,00 EUR",869814,2 izbový byt / Predaj,Áno,Obchodná,54 m2,Áno,Staré Mesto,3 / 6,NA,tehla,čiastočná rekonštrukcia,NA
5934615,Nie,"157 000,00 EUR",117831,2 izbový byt / Predaj,Nie,Krížna,57 m2,Áno,Nové Mesto,NA,NA,tehla,čiastočná rekonštrukcia,NA
5934629,Áno,"112 000,00 EUR",PN20,3 izbový byt / Predaj,Nie,Krásnohorská,67 m2,Áno,Petržalka,8 / 12,NA,panel,pôvodný,NA
5934702,Áno,"135 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Gallayova,79 m2,Áno,Dúbravka,8 / 8,NA,panel,čiastočná rekonštrukcia,NA
5934749,Áno,"155 000,00 EUR",34999,2 izbový byt / Predaj,Nie,Bajkalská,55 m2,NA,"Nové Mesto, časť Pasienky / Kuchajda",7 / 24,Novostavba,NA,NA,NA
5934758,Áno,"157 000,00 EUR",1259992,2 izbový byt / Predaj,Nie,Bajkalská,57 m2,Áno,"Nové Mesto, časť Pasienky / Kuchajda",16 / 24,Novostavba,NA,NA,NA
5934766,Áno,"94 800,00 EUR",BM B.1.3.,1 izbový byt / Predaj,Áno,Mierová,44 m2,Áno,Ružinov,1 / 6,Novostavba,NA,NA,NA
5934820,Áno,"196 000,00 EUR",24050,4 izbový byt / Predaj,Nie,Višňová,110 m2,NA,Nové Mesto,1 / 0,NA,NA,NA,NA
5934851,Áno,"122 000,00 EUR",NA,3 izbový byt / Predaj,Nie,Matejkova,63 m2,Áno,Karlova Ves,8 / 8,NA,panel,kompletná rekonštrukcia,NA
5935018,Nie,cena dohodou,NA,Áno,Nie,Priekopnícka,16.5.2017 12:59:42,1 / 0,NA,32 m2,NA,NA,NA,NA
5935061,Áno,"139 500,00 EUR",739366,3 izbový byt / Predaj,Nie,Pribišova,87 m2,Áno,"Karlova Ves, časť Dlhé diely",5 / 8,NA,panel,čiastočná rekonštrukcia,NA
5935104,Nie,"134 000,00 EUR",2644,2 izbový byt / Predaj,Nie,Palárikova,53 m2,NA,Staré Mesto,1 / 0,NA,NA,NA,NA
5935109,Áno,"119 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Martinčekova,53 m2,Áno,Ružinov,7 / 7,NA,panel,kompletná rekonštrukcia,NA
5935144,Nie,"376 000,00 EUR",1656323,3 izbový byt / Predaj,Nie,Dunajská,160 m2,Áno,Staré Mesto,3 / 3,Novostavba,NA,NA,NA
5935145,Áno,"155 000,00 EUR",AR9323,2 izbový byt / Predaj,Áno,Kristy Bendovej,53 m2,Áno,Dúbravka,6 / 6,Novostavba,tehla,NA,NA
5935269,Áno,"135 000,00 EUR",13,3 izbový byt / Predaj,Nie,Medveďovej,70 m2,Áno,Petržalka,12 / 12,NA,panel,čiastočná rekonštrukcia,NA
5935279,Nie,"98 000,00 EUR",NA,1 izbový byt / Predaj,Áno,Trenčianska,38 m2,Nie,"Ružinov, časť Nivy",2 / 4,NA,tehla,čiastočná rekonštrukcia,NA
5935308,Nie,"124 800,00 EUR",MN-393,2 izbový byt / Predaj,Nie,Plynárenská,53 m2,Áno,Ružinov,3 / 26,Novostavba,NA,NA,NA
5935400,Áno,"159 900,00 EUR",25849,3 izbový byt / Predaj,Nie,Nové Mesto,75 m2,NA,Nové Mesto,NA,NA,NA,kompletná rekonštrukcia,NA
5935455,Nie,"145 000,00 EUR",299,3 izbový byt / Predaj,Áno,Šalviová,72 m2,NA,Ružinov,NA,NA,NA,NA,NA
5935476,Áno,"399 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Slávičie údolie,151 m2,Áno,Staré Mesto,5 / 5,Novostavba,tehla,NA,NA
5935488,Áno,"200 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Bulharská,113 m2,Áno,Ružinov,6 / 6,NA,tehla,NA,NA
5935499,Nie,"95 000,00 EUR",NA,1 izbový byt / Predaj,Áno,Píniová,40 m2,Nie,Vrakuňa,1 / 4,NA,tehla,NA,NA
5935713,Nie,"140 000,00 EUR",119538,2 izbový byt / Predaj,Áno,Šancová,64 m2,Nie,Nové Mesto,5 / 5,NA,tehla,NA,64 m2
5935753,Nie,"135 000,00 EUR",PK25,2 izbový byt / Predaj,Nie,Kultúrna,59 m2,NA,"Ružinov, časť Trnávka",1 / 1,NA,tehla,čiastočná rekonštrukcia,NA
5936140,Nie,"82 000,00 EUR",519,1 izbový byt / Predaj,Áno,Rovniankova,36 m2,NA,Petržalka,NA,NA,NA,čiastočná rekonštrukcia,NA
5936303,Áno,cena dohodou,NA,kompletná rekonštrukcia,Áno,NA,Novostavba,16 / 17,NA,63 m2,NA,Áno,iný,NA
5936344,Áno,"157 500,00 EUR",1683930,2 izbový byt / Predaj,Nie,Tomášikova,74 m2,Áno,Nové Mesto,8 / 10,Novostavba,NA,NA,NA
5936388,Áno,"269 000,00 EUR",88073,3 izbový byt / Predaj,Nie,Račianske mýto,102 m2,Áno,Nové Mesto,9 / 10,Novostavba,panel,NA,NA
5936412,Áno,"131 980,00 EUR",7079856,3 izbový byt / Predaj,Áno,Petržalka,73 m2,Áno,Petržalka,NA,NA,NA,pôvodný,NA
5936680,Nie,"115 000,00 EUR",NA,3 izbový byt / Predaj,Nie,Podunajská,65 m2,Áno,Vrakuňa,1 / 3,Novostavba,tehla,NA,NA
5936714,Áno,"148 777,00 EUR",MH84,3 izbový byt / Predaj,Áno,Pri Hrubej lúke,59 m2,Áno,Dúbravka,6 / 6,Novostavba,NA,NA,NA
5936744,Nie,"145 000,00 EUR",37105,2 izbový byt / Predaj,Nie,NA,64 m2,Nie,Nové Mesto,NA,NA,NA,kompletná rekonštrukcia,NA
5936746,Áno,"129 500,00 EUR",2661,2 izbový byt / Predaj,Áno,Kaštieľska,46 m2,Áno,Ružinov,9 / 16,Novostavba,NA,NA,NA
5936896,Áno,"157 500,00 EUR",NA,2 izbový byt / Predaj,Nie,Tomášikova,74 m2,Áno,Nové Mesto,8 / 10,Novostavba,tehla,NA,NA
5936906,NA,"542 039,00 EUR",115765,4 izbový byt / Predaj,NA,29. augusta,143 m2,NA,Staré Mesto,NA,Novostavba,NA,NA,213 m2
5936923,NA,"126 000,00 EUR",115752,2 izbový byt / Predaj,NA,Opletalova,65 m2,NA,Devínska Nová Ves,NA,Novostavba,NA,NA,65 m2
5937015,Nie,"164 900,00 EUR",IBP0065B1,2 izbový byt / Predaj,Áno,Karadžičova,59 m2,Áno,Staré Mesto,5 / 6,NA,NA,kompletná rekonštrukcia,NA
5937211,Nie,"137 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Cyprichova,59 m2,Nie,Rača,3 / 4,NA,tehla,kompletná rekonštrukcia,NA
5937228,Áno,cena dohodou,15.8.2017 08:05:01,panel,Nie,Rumančeková,HB-92,1 / 5,NA,51 m2,NA,Nie,NA,NA
5937310,Áno,"141 000,00 EUR",119452,3 izbový byt / Predaj,Áno,Gessayova,70 m2,Áno,Petržalka,12 / 12,NA,panel,NA,70 m2
5937734,Nie,"85 000,00 EUR",NA,Dvojgarsónka / Predaj,Áno,Vranovská,38 m2,Áno,Petržalka,1 / 8,NA,panel,čiastočná rekonštrukcia,NA
5937905,Áno,cena dohodou,NA,pôvodný,Áno,Halašova,18.5.2017 11:00:12,2 / 6,NA,74 m2,NA,Nie,tehla,NA
5937963,Áno,"79 000,00 EUR",88090,1 izbový byt / Predaj,Áno,Landauova,30 m2,Áno,Dúbravka,4 / 9,NA,panel,čiastočná rekonštrukcia,NA
5938054,Áno,"83 000,00 EUR",88089,1 izbový byt / Predaj,Nie,Rajecká,45 m2,Áno,Vrakuňa,5 / 9,NA,NA,čiastočná rekonštrukcia,NA
5938112,Nie,"189 000,00 EUR",201507265851641438,4 izbový byt / Predaj,Nie,Pražská,103 m2,NA,Staré Mesto,NA,NA,NA,NA,NA
5938148,Áno,"185 000,00 EUR",220414,3 izbový byt / Predaj,Nie,Haburská,80 m2,Áno,Ružinov,11 / 12,NA,NA,čiastočná rekonštrukcia,NA
5938382,Áno,"148 500,00 EUR",2293,2 izbový byt / Predaj,Nie,Jégého,50 m2,Áno,Ružinov,3 / 12,Novostavba,NA,NA,NA
5938468,Áno,"104 000,00 EUR",119584,3 izbový byt / Predaj,Áno,Estónska,69 m2,Áno,Podunajské Biskupice,5 / 7,NA,panel,NA,65 m2
5938494,Nie,"154 990,00 EUR",37119,2 izbový byt / Predaj,Nie,NA,57 m2,Áno,Staré Mesto,NA,NA,NA,kompletná rekonštrukcia,NA
5938571,Nie,"140 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Miletičova,63 m2,Nie,"Ružinov, časť Nivy",NA,NA,tehla,čiastočná rekonštrukcia,NA
5938723,Nie,"107 000,00 EUR",117852,2 izbový byt / Predaj,Nie,Studenohorská,56 m2,Áno,Lamač,6 / 7,NA,panel,kompletná rekonštrukcia,NA
5938838,Nie,"116 000,00 EUR",119591,2 izbový byt / Predaj,Áno,Račianska,50 m2,Áno,Nové Mesto,2 / 6,NA,panel,NA,50 m2
5938862,Áno,"139 990,00 EUR",778454,1 izbový byt / Predaj,Nie,Nevädzová,40 m2,Áno,Ružinov,4 / 14,Novostavba,NA,NA,NA
5938968,Nie,"420 000,00 EUR",ER 51,4 izbový byt / Predaj,Áno,Záhradnícka,166 m2,Áno,"Ružinov, časť Nivy",21 / 29,Novostavba,tehla,NA,NA
5939448,Áno,"105 900,00 EUR",NA,2 izbový byt / Predaj,Áno,Vrakunská,44 m2,Áno,Podunajské Biskupice,4 / 12,Novostavba,tehla,NA,NA
5939571,Áno,"178 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Jégého,82 m2,Áno,Ružinov,1 / 8,NA,iný,čiastočná rekonštrukcia,NA
5939582,Nie,"87 000,00 EUR",17,Dvojgarsónka / Predaj,Nie,Vranovská,38 m2,Áno,Petržalka,1 / 8,NA,panel,čiastočná rekonštrukcia,NA
