id,Balkón / loggia,Cena,Identifikačné číslo:,Kategória,Pivnica,Ulica,Úžitková plocha,Výťah,Lokalita,Poschodie,Stav nehnuteľnosti:,Materiál,Stav,Zastavaná plocha
5517434,Áno,"299 500,00 EUR",NA,3 izbový byt / Predaj,Nie,Detvianska,145 m2,Nie,Rača,3 / 3,NA,tehla,kompletná rekonštrukcia,NA
5517970,Áno,"125 000,00 EUR",NA,1 izbový byt / Predaj,Áno,Sklenárova,40 m2,Áno,"Ružinov, časť Nivy",1 / 6,NA,panel,kompletná rekonštrukcia,NA
5518240,Áno,"98 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Korytnická,69 m2,Áno,Podunajské Biskupice,8 / 12,NA,panel,pôvodný,NA
5518897,Nie,"122 000,00 EUR",599,3 izbový byt / Predaj,Nie,Bakošova,72 m2,Áno,Lamač,5 / 8,NA,NA,čiastočná rekonštrukcia,NA
5519397,Áno,"122 900,00 EUR",29030253,2 izbový byt / Predaj,Nie,Mierová,47 m2,NA,Ružinov,NA,NA,NA,NA,NA
5519893,Nie,"183 000,00 EUR",AR8597,3 izbový byt / Predaj,Áno,Koceľova,77 m2,Áno,Ružinov,3 / 5,NA,tehla,kompletná rekonštrukcia,NA
5520229,Áno,"109 000,00 EUR",345662,2 izbový byt / Predaj,Nie,Rusovská cesta,40 m2,Áno,Petržalka,2 / 5,NA,tehla,NA,NA
5524819,Áno,"274 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Svätoplukova,105 m2,Nie,"Ružinov, časť Nivy",3 / 4,NA,tehla,kompletná rekonštrukcia,105 m2
5525014,Nie,"540 897,00 EUR",3097,4 izbový byt / Predaj,Nie,Suché mýto,244 m2,NA,Staré Mesto,7 / 7,Novostavba,NA,NA,NA
5526411,Nie,"135 000,00 EUR",731,2 izbový byt / Predaj,Nie,Drieňová,55 m2,NA,Ružinov,6 / 0,NA,NA,kompletná rekonštrukcia,NA
5527372,Áno,"157 000,00 EUR",1656134,2 izbový byt / Predaj,Nie,Staré Grunty,63 m2,NA,Karlova Ves,2 / 4,Novostavba,tehla,NA,NA
5527894,Áno,"305 000,00 EUR",218,4 izbový byt / Predaj,Nie,Trenčianska,200 m2,Nie,Ružinov,4 / 4,Novostavba,tehla,NA,NA
5528449,Nie,"225 000,00 EUR",NA,3 izbový byt / Predaj,Áno,NA,98 m2,Nie,"Ružinov, časť Nivy",0 / 3,NA,tehla,kompletná rekonštrukcia,NA
5528569,Nie,"97 800,00 EUR",AB68,3 izbový byt / Predaj,Nie,Šancová,59 m2,NA,Staré Mesto,NA,NA,NA,kompletná rekonštrukcia,NA
5530381,Nie,"290 000,00 EUR",1289,4 izbový byt / Predaj,Nie,Bežová,139 m2,Áno,Petržalka,6 / 6,Novostavba,NA,NA,NA
5530851,Áno,"128 200,00 EUR",NA,3 izbový byt / Predaj,Áno,Bebravská,74 m2,Áno,Vrakuňa,1 / 8,Novostavba,tehla,kompletná rekonštrukcia,NA
5531581,Áno,"135 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Jasovská,84 m2,Áno,"Petržalka, časť Lúky",12 / 12,NA,panel,kompletná rekonštrukcia,NA
5533668,Áno,"148 000,00 EUR",330925,4 izbový byt / Predaj,Áno,Haanova 3,87 m2,Áno,"Petržalka, časť Ovsište",1 / 4,NA,panel,čiastočná rekonštrukcia,NA
5533796,Nie,"115 000,00 EUR",NP0073B1,1 izbový byt / Predaj,Nie,Hviezdoslavovo námestie,40 m2,Nie,Staré Mesto,1 / 5,NA,NA,NA,NA
5533963,Áno,"139 700,00 EUR",2003864,4 izbový byt / Predaj,Nie,Čiernovodská,74 m2,Nie,Vrakuňa,2 / 4,NA,NA,kompletná rekonštrukcia,NA
5534295,Áno,"142 000,00 EUR",1656141,3 izbový byt / Predaj,Áno,Budatínska,68 m2,Áno,Petržalka,10 / 12,NA,panel,kompletná rekonštrukcia,NA
5535142,Áno,"156 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Kresánkova,88 m2,Áno,Karlova Ves,5 / 15,Novostavba,tehla,NA,NA
5535618,Áno,"123 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Drobného,67 m2,Áno,Dúbravka,12 / 12,NA,panel,kompletná rekonštrukcia,NA
5537141,Áno,"310 000,00 EUR",115051,3 izbový byt / Predaj,Áno,Gabčíkova,117 m2,Áno,Karlova Ves,8 / 8,NA,tehla,NA,117 m2
5539247,Áno,"125 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Družstevná,59 m2,Áno,"Nové Mesto, časť Pasienky / Kuchajda",1 / 6,NA,tehla,pôvodný,NA
5540991,Áno,"328 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Rozvodná 9a,140 m2,Áno,"Nové Mesto, časť Kramáre",7 / 9,Novostavba,tehla,NA,140 m2
5541052,Áno,"146 900,00 EUR",29030326,3 izbový byt / Predaj,Nie,Pankúchova,75 m2,NA,Petržalka,NA,NA,NA,NA,NA
5541530,Nie,"122 500,00 EUR",BAB-1242,3 izbový byt / Predaj,Áno,Smolenická,70 m2,NA,Petržalka,12 / 12,NA,panel,čiastočná rekonštrukcia,NA
5541608,Nie,"35 000,00 EUR",1656143,Dvojgarsónka / Predaj,Nie,Stavbárska,40 m2,Áno,Vrakuňa,7 / 10,NA,tehla,NA,NA
5541609,Áno,"268 000,00 EUR",LV213,4 izbový byt / Predaj,Nie,Trnavská cesta,122 m2,Áno,Ružinov,4 / 12,NA,tehla,čiastočná rekonštrukcia,NA
5541948,NA,"182 886,00 EUR",108812,3 izbový byt / Predaj,NA,Martina Granca,NA,NA,Dúbravka,NA,Novostavba,NA,NA,NA
5542824,Nie,"145 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Stromova 10,63 m2,Áno,"Nové Mesto, časť Kramáre",1 / 10,NA,panel,kompletná rekonštrukcia,NA
5543346,Nie,"163 000,00 EUR",31108,2 izbový byt / Predaj,Áno,Dlhé diely III.,98 m2,Áno,Karlova Ves,1 / 4,Novostavba,NA,NA,NA
5543523,Nie,"157 980,00 EUR",23857,2 izbový byt / Predaj,Áno,Karlova Ves,90 m2,Áno,Karlova Ves,NA,NA,NA,kompletná rekonštrukcia,NA
5544050,NA,"105 000,00 EUR",102855,2 izbový byt / Predaj,NA,Zálužická,NA,NA,Ružinov,NA,NA,NA,NA,NA
5544101,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Skalná,NA,NA,NA,NA,101635,NA,NA,NA
5544103,NA,"157 400,00 EUR",108817,2 izbový byt / Predaj,NA,Jégého,NA,NA,Ružinov,NA,Novostavba,NA,NA,NA
5544122,NA,"206 959,00 EUR",101342,3 izbový byt / Predaj,NA,Martina Granca,NA,NA,Dúbravka,NA,Novostavba,NA,NA,NA
5544151,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Skalná,NA,NA,NA,NA,101638,NA,NA,NA
5544176,NA,"542 039,00 EUR",94569,4 izbový byt / Predaj,NA,Ulica 29. Augusta,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544180,NA,"325 847,00 EUR",101726,4 izbový byt / Predaj,NA,Martina Granca,NA,NA,Dúbravka,NA,Novostavba,NA,NA,NA
5544182,NA,"241 942,00 EUR",101643,4 izbový byt / Predaj,NA,Martina Granca,NA,NA,Dúbravka,NA,Novostavba,NA,NA,NA
5544183,NA,"283 767,00 EUR",99434,4 izbový byt / Predaj,NA,Martina Granca,NA,NA,Dúbravka,NA,Novostavba,NA,NA,NA
5544196,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108354,NA,NA,NA
5544197,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108353,NA,NA,NA
5544198,NA,"427 313,00 EUR",108348,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544199,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108352,NA,NA,NA
5544200,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108345,NA,NA,NA
5544201,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108350,NA,NA,NA
5544202,NA,"427 313,00 EUR",108351,4 izbový byt / Predaj,NA,Frankovská,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544203,NA,"535 812,00 EUR",108333,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544204,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108330,NA,NA,NA
5544205,NA,"499 339,00 EUR",108331,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544206,NA,"434 016,00 EUR",108332,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544207,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108342,NA,NA,NA
5544209,NA,"499 339,00 EUR",108324,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544210,NA,"466 356,00 EUR",108327,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544211,NA,"535 812,00 EUR",108340,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544212,NA,"466 356,00 EUR",108329,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544213,NA,"535 812,00 EUR",108325,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544216,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Skalná,NA,NA,NA,NA,79212,NA,NA,NA
5544217,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Skalná,NA,NA,NA,NA,101641,NA,NA,NA
5544218,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108339,NA,NA,NA
5544219,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108343,NA,NA,NA
5544220,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108336,NA,NA,NA
5544222,NA,"433 047,00 EUR",108335,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544223,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108484,NA,NA,NA
5544224,NA,"444 146,00 EUR",108346,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544225,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tupého,NA,NA,NA,NA,108349,NA,NA,NA
5544226,NA,"435 110,00 EUR",108347,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544227,NA,"408 428,00 EUR",91111,4 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544228,NA,"607 076,00 EUR",100667,4 izbový byt / Predaj,NA,Suché mýto,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544229,NA,cena dohodou,11.8.2017 11:13:58,88536,NA,Svetlá,NA,NA,NA,NA,NA,NA,NA,NA
5544231,NA,cena dohodou,11.8.2017 11:13:58,53171,NA,Ul. SNP,NA,NA,NA,NA,NA,NA,NA,NA
5544244,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Tallerova,NA,NA,NA,NA,105198,NA,NA,NA
5544271,NA,"307 099,00 EUR",101650,3 izbový byt / Predaj,NA,Tupého,NA,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
5544286,NA,"152 011,00 EUR",91067,1 izbový byt / Predaj,NA,Dunajská,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544322,NA,"754 320,00 EUR",101095,4 izbový byt / Predaj,NA,Laurinská,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544323,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Gorkého,NA,NA,NA,NA,105073,NA,NA,NA
5544341,NA,"233 000,00 EUR",100671,2 izbový byt / Predaj,NA,Laurinská,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544342,NA,"625 680,00 EUR",101096,3 izbový byt / Predaj,NA,Laurinská,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544387,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Skalná,NA,NA,NA,NA,80013,NA,NA,NA
5544389,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Skalná,NA,NA,NA,NA,69363,NA,NA,NA
5544390,NA,"249 000,00 EUR",93154,3 izbový byt / Predaj,NA,Kaštieľska,NA,NA,Ružinov,NA,Novostavba,NA,NA,NA
5544391,NA,"705 000,00 EUR",104982,3 izbový byt / Predaj,NA,Dvořákovo nábrežie,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544392,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Skalná,NA,NA,NA,NA,79213,NA,NA,NA
5544393,NA,"1 100 000,00 EUR",95817,4 izbový byt / Predaj,NA,Vincenta Hložníka,NA,NA,Karlova Ves,NA,Novostavba,NA,NA,NA
5544403,NA,"385 000,00 EUR",105164,2 izbový byt / Predaj,NA,Kúpeľná,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544408,NA,"1 600 000,00 EUR",106707,4 izbový byt / Predaj,NA,Dvořákovo nábrežie,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544409,NA,cena dohodou,11.8.2017 11:13:58,Novostavba,NA,Kadnárova,NA,NA,NA,NA,78720,NA,NA,NA
5544452,NA,"122 000,00 EUR",102547,1 izbový byt / Predaj,NA,Jégého,NA,NA,Ružinov,NA,Novostavba,NA,NA,NA
5544594,NA,"269 000,00 EUR",107401,4 izbový byt / Predaj,NA,Matejkova,NA,NA,Karlova Ves,NA,Novostavba,NA,NA,NA
5544631,NA,"406 980,00 EUR",101731,2 izbový byt / Predaj,NA,Štúrova,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544633,NA,"263 000,00 EUR",93499,3 izbový byt / Predaj,NA,Zochova,138 m2,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544666,NA,"300 000,00 EUR",107122,2 izbový byt / Predaj,NA,Landererova,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5544684,NA,"139 000,00 EUR",101707,3 izbový byt / Predaj,NA,Leškova,NA,NA,Staré Mesto,NA,NA,NA,NA,NA
5544686,NA,"400 000,00 EUR",77391,3 izbový byt / Predaj,NA,Špitálska,NA,NA,Staré Mesto,NA,NA,NA,NA,NA
5544697,NA,"310 000,00 EUR",69364,3 izbový byt / Predaj,NA,Podjavorinskej,NA,NA,Staré Mesto,NA,NA,NA,NA,NA
5545371,Áno,"179 000,00 EUR",49,3 izbový byt / Predaj,Nie,Záhradnícka,67 m2,Áno,Staré Mesto,1 / 0,NA,NA,kompletná rekonštrukcia,NA
5545399,Nie,"338 000,00 EUR",112,3 izbový byt / Predaj,Áno,Jakubovo námestie,126 m2,Áno,Staré Mesto,4 / 5,NA,tehla,kompletná rekonštrukcia,NA
5546716,Áno,"165 500,00 EUR",NA,1 izbový byt / Predaj,Áno,Židovská,68 m2,Áno,Staré Mesto,1 / 0,NA,tehla,kompletná rekonštrukcia,NA
5547002,Nie,"173 000,00 EUR",842,2 izbový byt / Predaj,Nie,Vrakuňská cesta,96 m2,NA,Podunajské Biskupice,5 / 5,NA,NA,NA,NA
5547466,Nie,"579 000,00 EUR",A2,4 izbový byt / Predaj,Áno,Strážna,164 m2,Nie,Nové Mesto,2 / 3,Novostavba,tehla,NA,NA
5547522,Áno,"390 000,00 EUR",238821,2 izbový byt / Predaj,Áno,Pribinova,93 m2,Áno,Staré Mesto,4 / 6,Novostavba,tehla,NA,NA
5547527,Áno,"405 000,00 EUR",42683,2 izbový byt / Predaj,Nie,Pribinova,81 m2,Áno,Staré Mesto,4 / 6,Novostavba,tehla,NA,NA
5547641,Nie,"119 900,00 EUR",464,3 izbový byt / Predaj,Nie,Podzáhradná,76 m2,NA,Podunajské Biskupice,NA,NA,NA,NA,NA
5547945,Áno,cena dohodou,NA,tehla,Áno,Drotárska cesta,28.10.2016 08:41:43,1 / 4,NA,117 m2,NA,Áno,NA,NA
5548213,Áno,"138 000,00 EUR",330930,3 izbový byt / Predaj,Áno,Budatínska 15,73 m2,Áno,Petržalka,7 / 8,NA,panel,kompletná rekonštrukcia,NA
5548522,Nie,"117 000,00 EUR",153,2 izbový byt / Predaj,Nie,Kopčianska,50 m2,Áno,Petržalka,13 / 22,Novostavba,NA,NA,NA
5549021,Áno,cena dohodou,NA,kompletná rekonštrukcia,Áno,NA,NA,83 m2,NA,NA,NA,Áno,panel,NA
5565442,Áno,"107 000,00 EUR",1683279,3 izbový byt / Predaj,Nie,Hronská,67 m2,Áno,Podunajské Biskupice,3 / 6,NA,panel,pôvodný,NA
5566733,Nie,"155 000,00 EUR",BP0478B1,2 izbový byt / Predaj,Áno,Dobrovského,55 m2,Nie,Staré Mesto,5 / 5,NA,tehla,čiastočná rekonštrukcia,NA
5567632,Áno,"305 000,00 EUR",116398,4 izbový byt / Predaj,Nie,Trenčianska,203 m2,Nie,Ružinov,4 / 4,Novostavba,panel,NA,NA
5568658,Áno,"143 169,00 EUR",NA,3 izbový byt / Predaj,Áno,Černyševského,67 m2,Áno,"Petržalka, časť Dvory",NA,Novostavba,NA,vo výstavbe,NA
5569079,Áno,"250 000,00 EUR",116543,3 izbový byt / Predaj,Nie,Bajkalská,87 m2,Áno,Nové Mesto,20 / 22,Novostavba,NA,NA,NA
5570794,Nie,"132 000,00 EUR",Z653,3 izbový byt / Predaj,Nie,NA,64 m2,NA,Petržalka,NA,NA,NA,NA,NA
5570805,Áno,"85 990,00 EUR",23945,2 izbový byt / Predaj,Áno,Závodná,35 m2,Áno,Podunajské Biskupice,NA,Novostavba,NA,NA,NA
5571222,Áno,"269 000,00 EUR",115309,3 izbový byt / Predaj,Áno,Bajkalská,86 m2,Áno,Nové Mesto,20 / 20,NA,iný,NA,86 m2
5571356,Áno,"281 700,00 EUR",BP0480B3,3 izbový byt / Predaj,Nie,Bajkalská,77 m2,Áno,Nové Mesto,20 / 24,Novostavba,NA,NA,NA
5571514,Áno,"250 000,00 EUR",NA,3 izbový byt / Predaj,Nie,Bajkalská 9,87 m2,Áno,"Nové Mesto, časť Pasienky / Kuchajda",20 / 22,Novostavba,NA,NA,NA
5573344,Nie,"310 000,00 EUR",87,4 izbový byt / Predaj,Nie,NA,117 m2,NA,Nové Mesto,NA,NA,NA,NA,NA
5573432,Nie,"90 000,00 EUR",661743,Dvojgarsónka / Predaj,Nie,NA,43 m2,NA,"Nové Mesto, časť Vinohrady",8 / 8,NA,NA,NA,NA
5573629,Áno,"135 500,00 EUR",661745,3 izbový byt / Predaj,Áno,Gelnická,72 m2,Áno,Rača,2 / 6,NA,NA,čiastočná rekonštrukcia,NA
5574096,Áno,"123 000,00 EUR",897,3 izbový byt / Predaj,Nie,Hronská,67 m2,NA,Podunajské Biskupice,NA,NA,NA,čiastočná rekonštrukcia,NA
5574505,NA,"439 000,00 EUR",108872,2 izbový byt / Predaj,NA,dvořákovo nábrežie,NA,NA,Staré Mesto,NA,Novostavba,NA,NA,NA
5575060,Áno,"295 000,00 EUR",NA,4 izbový byt / Predaj,Áno,NA,166 m2,Áno,Ružinov,7 / 0,Novostavba,NA,kompletná rekonštrukcia,NA
5575194,Áno,"110 000,00 EUR",29030372,2 izbový byt / Predaj,Nie,Rusovská cesta,40 m2,NA,Petržalka,NA,NA,NA,NA,NA
5575427,Áno,"129 000,00 EUR",661753,3 izbový byt / Predaj,Áno,Andrusovova,69 m2,NA,Petržalka,NA,NA,NA,NA,NA
5575633,Áno,"92 000,00 EUR",VB20162,3 izbový byt / Predaj,Áno,Bebravska,67 m2,Áno,"Vrakuňa, časť Dolné hony",NA,NA,panel,čiastočná rekonštrukcia,NA
5575687,Áno,"113 094,00 EUR",NA,3 izbový byt / Predaj,Nie,NA,87 m2,Áno,NA,1 / 5,Novostavba,tehla,NA,NA
5577047,Áno,"299 000,00 EUR",1656160,3 izbový byt / Predaj,Nie,Bajkalská,86 m2,Áno,Nové Mesto,20 / 22,Novostavba,NA,NA,NA
5577130,Áno,"111 000,00 EUR",1656162,2 izbový byt / Predaj,Nie,Rusovská cesta,40 m2,Áno,Petržalka,2 / 6,Novostavba,tehla,NA,NA
5577202,Áno,"134 000,00 EUR",247680,3 izbový byt / Predaj,Áno,Furdekova,72 m2,Áno,Petržalka,1 / 10,NA,panel,čiastočná rekonštrukcia,NA
5577847,Áno,"279 000,00 EUR",29030381,3 izbový byt / Predaj,Nie,Bajkalská,77 m2,NA,Nové Mesto,NA,NA,NA,NA,NA
5578096,Nie,"121 980,00 EUR",24014,3 izbový byt / Predaj,Nie,Drieňová,62 m2,NA,Ružinov,NA,NA,NA,čiastočná rekonštrukcia,NA
5578326,Nie,"195 000,00 EUR",7347427196,3 izbový byt / Predaj,Áno,Laurinská,60 m2,Nie,Staré Mesto,2 / 4,NA,tehla,kompletná rekonštrukcia,NA
5578600,Áno,"282 000,00 EUR",RP798,3 izbový byt / Predaj,Nie,Ružová dolina,109 m2,Áno,Ružinov,17 / 20,Novostavba,NA,NA,NA
5579474,Nie,"151 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Planét 9,88 m2,Nie,"Ružinov, časť Ostredky",1 / 4,NA,tehla,kompletná rekonštrukcia,NA
5579682,Áno,"145 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Karpatské námestie,87 m2,Áno,"Rača, časť Rača",4 / 6,NA,tehla,pôvodný,NA
5579824,Áno,"130 000,00 EUR",24010,3 izbový byt / Predaj,Áno,Ostredková,63 m2,Áno,Ružinov,NA,NA,NA,kompletná rekonštrukcia,NA
5582142,Nie,"175 000,00 EUR",3104,3 izbový byt / Predaj,Nie,Bosákova,125 m2,NA,Petržalka,1 / 20,Novostavba,NA,NA,NA
5583467,Áno,"167 999,93 EUR",NA,2 izbový byt / Predaj,Nie,Horský park,49 m2,Áno,Staré Mesto,NA,Novostavba,NA,NA,NA
5583471,Áno,"225 000,00 EUR",NA,3 izbový byt / Predaj,Nie,Horský park,71 m2,Áno,Staré Mesto,NA,Novostavba,NA,NA,NA
5583740,Áno,"116 000,00 EUR",PG54,1 izbový byt / Predaj,Nie,Tomasikova,50 m2,Áno,"Nové Mesto, časť Pasienky / Kuchajda",7 / 0,NA,NA,NA,NA
5583839,Áno,"315 000,00 EUR",1259979,3 izbový byt / Predaj,Áno,Tomášikova,102 m2,Áno,"Nové Mesto, časť Pasienky / Kuchajda",12 / 12,Novostavba,NA,NA,NA
5584422,Nie,"73 500,00 EUR",AM-23,1 izbový byt / Predaj,Áno,Drobného,33 m2,Áno,Dúbravka,11 / 12,NA,iný,kompletná rekonštrukcia,NA
5584427,Áno,"170 000,00 EUR",NA,1 izbový byt / Predaj,Nie,Hviezdoslavovo námestie,60 m2,Nie,Staré Mesto,5 / 5,NA,tehla,pôvodný,NA
5585361,Nie,"102 000,00 EUR",974,3 izbový byt / Predaj,Nie,Tomanova,47 m2,Áno,Vajnory,5 / 5,NA,NA,čiastočná rekonštrukcia,NA
5585937,Nie,cena dohodou,14.8.2017 08:19:33,kompletná rekonštrukcia,Nie,Bratislava I,1115445,2 / 0,NA,97 m2,NA,Nie,tehla,NA
5586483,Nie,"133 000,00 EUR",13077850,3 izbový byt / Predaj,Áno,Arménska,92 m2,Nie,Ružinov,0 / 4,NA,tehla,kompletná rekonštrukcia,NA
5586723,Áno,"135 000,00 EUR",TH54,3 izbový byt / Predaj,Áno,Tupolevova,70 m2,Áno,"Petržalka, časť Zrkadlový háj",3 / 8,NA,NA,kompletná rekonštrukcia,NA
5586878,Áno,"250 000,00 EUR",NA,4 izbový byt / Predaj,Nie,Trenčianska,120 m2,Nie,"Ružinov, časť Nivy",4 / 5,NA,tehla,kompletná rekonštrukcia,NA
5588436,Áno,cena dohodou,NA,vo výstavbe,Áno,Na Križovatkách 1/A,41 m2,3 / 6,NA,39 m2,10.4.2017 15:34:48,Áno,tehla,Novostavba
5588441,Áno,"242 800,00 EUR",115629,3 izbový byt / Predaj,Áno,Staré grunty,74 m2,Áno,Karlova Ves,0 / 8,NA,tehla,NA,74 m2
5589565,Nie,"119 500,00 EUR",671403,2 izbový byt / Predaj,Nie,Poloreckého,55 m2,Áno,Petržalka,5 / 12,NA,panel,čiastočná rekonštrukcia,NA
5589607,Nie,"195 000,00 EUR",353483,3 izbový byt / Predaj,Nie,Laurinská,60 m2,Nie,Staré Mesto,2 / 4,NA,tehla,čiastočná rekonštrukcia,NA
5590344,Áno,"132 500,00 EUR",1006,3 izbový byt / Predaj,Áno,Žitavská,67 m2,Áno,Vrakuňa,NA,NA,NA,pôvodný,NA
5590543,Áno,"137 800,00 EUR",MIER-A26,2 izbový byt / Predaj,Áno,NA,66 m2,Áno,"Ružinov, časť Prievoz",2 / 5,Novostavba,tehla,NA,NA
5591339,Áno,"112 900,00 EUR",869745,2 izbový byt / Predaj,Nie,Podunajská,51 m2,Áno,Podunajské Biskupice,6 / 7,Novostavba,tehla,NA,NA
5591469,Áno,cena dohodou,8.8.2017 12:05:01,kompletná rekonštrukcia,Nie,Narcisová,353711,1 / 7,NA,44 m2,NA,Áno,panel,NA
5591768,Nie,"73 000,00 EUR",414,1 izbový byt / Predaj,Nie,Monardová,26 m2,Nie,Podunajské Biskupice,1 / 0,Novostavba,NA,NA,NA
5591802,Nie,"86 787,00 EUR",415,2 izbový byt / Predaj,Nie,Monardová,36 m2,Nie,Podunajské Biskupice,1 / 2,Novostavba,NA,NA,NA
5591929,Nie,"72 000,00 EUR",418,2 izbový byt / Predaj,Nie,Strojnícka,50 m2,Nie,"Ružinov, časť Prievoz",NA,NA,NA,kompletná rekonštrukcia,NA
5591963,Nie,"95 000,00 EUR",29030422,4 izbový byt / Predaj,Áno,Hlbinná,40 m2,Nie,Podunajské Biskupice,NA,Novostavba,tehla,NA,NA
5592961,Áno,"549 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Neuvedená,246 m2,Áno,Staré Mesto,6 / 6,Novostavba,tehla,NA,NA
5593114,Áno,"134 999,72 EUR",NA,3 izbový byt / Predaj,Áno,Landauova,68 m2,Áno,Dúbravka,1 / 8,NA,panel,kompletná rekonštrukcia,NA
5594113,Áno,"110 561,00 EUR",Tammi_3e_2i_D436,2 izbový byt / Predaj,Áno,Pri Hrubej lúke,50 m2,Áno,Dúbravka,3 / 7,Novostavba,NA,NA,NA
5594114,Nie,"353 000,00 EUR",Tammi_3e_4i_D471,4 izbový byt / Predaj,Nie,Pri Hrubej lúke,135 m2,Áno,Dúbravka,4 / 7,Novostavba,NA,NA,NA
5594115,Áno,"185 170,00 EUR",Stein2_2e_3i_E514,3 izbový byt / Predaj,Áno,Bernolákova,75 m2,Áno,Staré Mesto,1 / 7,Novostavba,NA,NA,NA
5594118,Áno,"111 157,00 EUR",Stein2_2e_1i_D515a,1 izbový byt / Predaj,Nie,Bernolákova,40 m2,Áno,Staré Mesto,1 / 7,Novostavba,NA,NA,NA
